Year,Month,Sector,Hydroelectric Power,Geothermal Energy,Solar Energy,Wind Energy,Wood Energy,Waste Energy,"Fuel Ethanol, Excluding Denaturant",Biomass Losses and Co-products,Biomass Energy,Total Renewable Energy,Renewable Diesel Fuel,Other Biofuels,Conventional Hydroelectric Power,Biodiesel
1986,7,Residential,0,0,0,0,78.137,0,0,0,0,78.137,0,0,0,0
1986,7,Transportation,0,0,0,0,0,0,4.878,0,4.878,0,0,0,0,0
1986,8,Commerical,0,0,0,0,2.293,0,0.039,0,2.333,2.333,0,0,0,0
1986,8,Electric Power,0,3.214,0.006,0.002,0.59,0.603,0,0,1.193,76.712,0,0,72.298,0
1986,8,Industrial,0.805,0,0,0,136.74,21.717,0.076,4.102,162.635,163.441,0,0,0,0
1986,8,Residential,0,0,0,0,78.137,0,0,0,0,78.137,0,0,0,0
1986,8,Transportation,0,0,0,0,0,0,4.878,0,4.878,0,0,0,0,0
1986,9,Commerical,0,0,0,0,2.219,0,0.038,0,2.257,2.257,0,0,0,0
1986,9,Electric Power,0,2.693,0.005,0,0.535,0.555,0,0,1.09,75.828,0,0,72.039,0
1986,9,Industrial,0.727,0,0,0,132.329,21.017,0.074,3.97,157.389,158.116,0,0,0,0
1986,9,Residential,0,0,0,0,75.616,0,0,0,0,75.616,0,0,0,0
1986,9,Transportation,0,0,0,0,0,0,4.721,0,4.721,0,0,0,0,0
1986,10,Commerical,0,0,0,0,2.293,0,0.039,0,2.333,2.333,0,0,0,0
1986,10,Electric Power,0,2.647,0.004,0.001,0.404,0.587,0,0,0.991,76.439,0,0,72.795,0
1986,10,Industrial,0.703,0,0,0,136.74,21.717,0.076,4.102,162.635,163.338,0,0,0,0
1986,10,Residential,0,0,0,0,78.137,0,0,0,0,78.137,0,0,0,0
1986,10,Transportation,0,0,0,0,0,0,4.878,0,4.878,0,0,0,0,0
1986,11,Commerical,0,0,0,0,2.219,0,0.038,0,2.257,2.257,0,0,0,0
1986,11,Electric Power,0,2.291,0.003,0,0.483,0.656,0,0,1.138,82.432,0,0,78.999,0
1986,11,Industrial,0.756,0,0,0,132.329,21.017,0.074,3.97,157.389,158.145,0,0,0,0
1986,11,Residential,0,0,0,0,75.616,0,0,0,0,75.616,0,0,0,0
1986,11,Transportation,0,0,0,0,0,0,4.721,0,4.721,0,0,0,0,0
1986,12,Commerical,0,0,0,0,2.293,0,0.039,0,2.333,2.333,0,0,0,0
1986,12,Electric Power,0,3.038,0.001,0,0.693,0.676,0,0,1.369,92.999,0,0,88.592,0
1986,12,Industrial,0.805,0,0,0,136.74,21.717,0.076,4.102,162.635,163.44,0,0,0,0
1986,12,Residential,0,0,0,0,78.137,0,0,0,0,78.137,0,0,0,0
1986,12,Transportation,0,0,0,0,0,0,4.878,0,4.878,0,0,0,0,0
1987,1,Commerical,0,0,0,0,2.463,0,0.046,0,2.509,2.509,0,0,0,0
1987,1,Electric Power,0,3.051,0,0,0.669,0.606,0,0,1.275,91.034,0,0,86.707,0
1987,1,Industrial,0.995,0,0,0,133.852,23.931,0.085,4.68,162.549,163.544,0,0,0,0
1987,1,Residential,0,0,0,0,72.192,0,0,0,0,72.192,0,0,0,0
1987,1,Transportation,0,0,0,0,0,0,5.612,0,5.612,0,0,0,0,0
1987,2,Commerical,0,0,0,0,2.225,0,0.042,0,2.266,2.266,0,0,0,0
1987,2,Electric Power,0,2.829,0.002,0,0.595,0.557,0,0,1.152,76.407,0,0,72.423,0
1987,2,Industrial,0.841,0,0,0,120.899,21.615,0.077,4.227,146.818,147.659,0,0,0,0
1987,2,Residential,0,0,0,0,65.205,0,0,0,0,65.205,0,0,0,0
1987,2,Transportation,0,0,0,0,0,0,5.068,0,5.068,0,0,0,0,0
1987,3,Commerical,0,0,0,0,2.463,0,0.046,0,2.509,2.509,0,0,0,0
1987,3,Electric Power,0,3.102,0.003,0,0.611,0.685,0,0,1.296,83.723,0,0,79.322,0
1987,3,Industrial,0.957,0,0,0,133.852,23.931,0.085,4.68,162.549,163.506,0,0,0,0
1987,3,Residential,0,0,0,0,72.192,0,0,0,0,72.192,0,0,0,0
1987,3,Transportation,0,0,0,0,0,0,5.612,0,5.612,0,0,0,0,0
1987,4,Commerical,0,0,0,0,2.384,0,0.045,0,2.428,2.428,0,0,0,0
1987,4,Electric Power,0,2.924,0.004,0,0.473,0.639,0,0,1.112,79.191,0,0,75.15,0
1987,4,Industrial,1.013,0,0,0,129.534,23.159,0.083,4.529,157.305,158.318,0,0,0,0
1987,4,Residential,0,0,0,0,69.863,0,0,0,0,69.863,0,0,0,0
1987,4,Transportation,0,0,0,0,0,0,5.431,0,5.431,0,0,0,0,0
1987,5,Commerical,0,0,0,0,2.463,0,0.046,0,2.509,2.509,0,0,0,0
1987,5,Electric Power,0,3.072,0.004,0.001,0.483,0.662,0,0,1.145,86.8,0,0,82.577,0
1987,5,Industrial,1.135,0,0,0,133.852,23.931,0.085,4.68,162.549,163.684,0,0,0,0
1987,5,Residential,0,0,0,0,72.192,0,0,0,0,72.192,0,0,0,0
1987,5,Transportation,0,0,0,0,0,0,5.612,0,5.612,0,0,0,0,0
1987,6,Commerical,0,0,0,0,2.384,0,0.045,0,2.428,2.428,0,0,0,0
1987,6,Electric Power,0,3.155,0.006,0.003,0.815,0.679,0,0,1.495,75.842,0,0,71.183,0
1987,6,Industrial,1.088,0,0,0,129.534,23.159,0.083,4.529,157.305,158.393,0,0,0,0
1987,6,Residential,0,0,0,0,69.863,0,0,0,0,69.863,0,0,0,0
1987,6,Transportation,0,0,0,0,0,0,5.431,0,5.431,0,0,0,0,0
1987,7,Commerical,0,0,0,0,2.463,0,0.046,0,2.509,2.509,0,0,0,0
1987,7,Electric Power,0,3.262,0.006,0.004,0.828,0.67,0,0,1.498,73.674,0,0,68.904,0
1987,7,Industrial,0.96,0,0,0,133.852,23.931,0.085,4.68,162.549,163.509,0,0,0,0
1987,7,Residential,0,0,0,0,72.192,0,0,0,0,72.192,0,0,0,0
1987,7,Transportation,0,0,0,0,0,0,5.612,0,5.612,0,0,0,0,0
1987,8,Commerical,0,0,0,0,2.463,0,0.046,0,2.509,2.509,0,0,0,0
1987,8,Electric Power,0,3.25,0.004,0.001,0.858,0.677,0,0,1.535,67.728,0,0,62.939,0
1987,8,Industrial,0.805,0,0,0,133.852,23.931,0.085,4.68,162.549,163.354,0,0,0,0
1987,8,Residential,0,0,0,0,72.192,0,0,0,0,72.192,0,0,0,0
1987,8,Transportation,0,0,0,0,0,0,5.612,0,5.612,0,0,0,0,0
1987,9,Commerical,0,0,0,0,2.384,0,0.045,0,2.428,2.428,0,0,0,0
1987,9,Electric Power,0,3.032,0.003,0.001,0.739,0.532,0,0,1.271,66.335,0,0,62.029,0
1987,9,Industrial,0.727,0,0,0,129.534,23.159,0.083,4.529,157.305,158.033,0,0,0,0
1987,9,Residential,0,0,0,0,69.863,0,0,0,0,69.863,0,0,0,0
1987,9,Transportation,0,0,0,0,0,0,5.431,0,5.431,0,0,0,0,0
1987,10,Commerical,0,0,0,0,2.463,0,0.046,0,2.509,2.509,0,0,0,0
1987,10,Electric Power,0,3.07,0.002,0,0.605,0.592,0,0,1.197,65.531,0,0,61.261,0
1987,10,Industrial,0.703,0,0,0,133.852,23.931,0.085,4.68,162.549,163.252,0,0,0,0
1987,10,Residential,0,0,0,0,72.192,0,0,0,0,72.192,0,0,0,0
1987,10,Transportation,0,0,0,0,0,0,5.612,0,5.612,0,0,0,0,0
1987,11,Commerical,0,0,0,0,2.384,0,0.045,0,2.428,2.428,0,0,0,0
1987,11,Electric Power,0,2.968,0.001,0,0.682,0.489,0,0,1.17,61.657,0,0,57.517,0
1987,11,Industrial,0.756,0,0,0,129.534,23.159,0.083,4.529,157.305,158.061,0,0,0,0
1987,11,Residential,0,0,0,0,69.863,0,0,0,0,69.863,0,0,0,0
1987,11,Transportation,0,0,0,0,0,0,5.431,0,5.431,0,0,0,0,0
1987,12,Commerical,0,0,0,0,2.463,0,0.046,0,2.509,2.509,0,0,0,0
1987,12,Electric Power,0,3.049,0.001,0.001,0.801,0.442,0,0,1.243,76.241,0,0,71.948,0
1987,12,Industrial,0.805,0,0,0,133.852,23.931,0.085,4.68,162.549,163.354,0,0,0,0
1987,12,Residential,0,0,0,0,72.192,0,0,0,0,72.192,0,0,0,0
1987,12,Transportation,0,0,0,0,0,0,5.612,0,5.612,0,0,0,0,0
1988,1,Commerical,0,0,0,0,2.71,0,0.045,0,2.756,2.756,0,0,0,0
1988,1,Electric Power,0,3.078,0.002,0.002,0.945,0.393,0,0,1.337,79.595,0,0,75.176,0
1988,1,Industrial,0.995,0,0,0,137.637,26.063,0.079,4.697,168.476,169.471,0,0,0,0
1988,1,Residential,0,0,0,0,77.077,0,0,0,0,77.077,0,0,0,0
1988,1,Transportation,0,0,0,0,0,0,5.685,0,5.685,0,0,0,0,0
1988,2,Commerical,0,0,0,0,2.536,0,0.043,0,2.578,2.578,0,0,0,0
1988,2,Electric Power,0,2.648,0.003,0,0.85,0.396,0,0,1.246,69.085,0,0,65.188,0
1988,2,Industrial,0.841,0,0,0,128.757,24.381,0.074,4.394,157.606,158.447,0,0,0,0
1988,2,Residential,0,0,0,0,72.104,0,0,0,0,72.104,0,0,0,0
1988,2,Transportation,0,0,0,0,0,0,5.319,0,5.319,0,0,0,0,0
1988,3,Commerical,0,0,0,0,2.71,0,0.045,0,2.756,2.756,0,0,0,0
1988,3,Electric Power,0,3.087,0.004,0,0.927,0.464,0,0,1.391,71.065,0,0,66.582,0
1988,3,Industrial,0.957,0,0,0,137.637,26.063,0.079,4.697,168.476,169.433,0,0,0,0
1988,3,Residential,0,0,0,0,77.077,0,0,0,0,77.077,0,0,0,0
1988,3,Transportation,0,0,0,0,0,0,5.685,0,5.685,0,0,0,0,0
1988,4,Commerical,0,0,0,0,2.623,0,0.044,0,2.667,2.667,0,0,0,0
1988,4,Electric Power,0,2.794,0.002,0,0.712,0.728,0,0,1.441,69.419,0,0,65.183,0
1988,4,Industrial,1.013,0,0,0,133.197,25.222,0.077,4.546,163.041,164.054,0,0,0,0
1988,4,Residential,0,0,0,0,74.59,0,0,0,0,74.59,0,0,0,0
1988,4,Transportation,0,0,0,0,0,0,5.502,0,5.502,0,0,0,0,0
1988,5,Commerical,0,0,0,0,2.71,0,0.045,0,2.756,2.756,0,0,0,0
1988,5,Electric Power,0,2.747,0.004,0,0.401,0.792,0,0,1.194,76.41,0,0,72.465,0
1988,5,Industrial,1.135,0,0,0,137.637,26.063,0.079,4.697,168.476,169.611,0,0,0,0
1988,5,Residential,0,0,0,0,77.077,0,0,0,0,77.077,0,0,0,0
1988,5,Transportation,0,0,0,0,0,0,5.685,0,5.685,0,0,0,0,0
1988,6,Commerical,0,0,0,0,2.623,0,0.044,0,2.667,2.667,0,0,0,0
1988,6,Electric Power,0,2.913,0.005,0,0.833,0.707,0,0,1.539,68.715,0,0,64.258,0
1988,6,Industrial,1.088,0,0,0,133.197,25.222,0.077,4.546,163.041,164.129,0,0,0,0
1988,6,Residential,0,0,0,0,74.59,0,0,0,0,74.59,0,0,0,0
1988,6,Transportation,0,0,0,0,0,0,5.502,0,5.502,0,0,0,0,0
1988,7,Commerical,0,0,0,0,2.71,0,0.045,0,2.756,2.756,0,0,0,0
1988,7,Electric Power,0,3.169,0.004,0,0.849,0.74,0,0,1.588,62.436,0,0,57.675,0
1988,7,Industrial,0.96,0,0,0,137.637,26.063,0.079,4.697,168.476,169.436,0,0,0,0
1988,7,Residential,0,0,0,0,77.077,0,0,0,0,77.077,0,0,0,0
1988,7,Transportation,0,0,0,0,0,0,5.685,0,5.685,0,0,0,0,0
1988,8,Commerical,0,0,0,0,2.71,0,0.045,0,2.756,2.756,0,0,0,0
1988,8,Electric Power,0,3.024,0.004,0,0.991,0.83,0,0,1.821,60.967,0,0,56.118,0
1988,8,Industrial,0.805,0,0,0,137.637,26.063,0.079,4.697,168.476,169.281,0,0,0,0
1988,8,Residential,0,0,0,0,77.077,0,0,0,0,77.077,0,0,0,0
1988,8,Transportation,0,0,0,0,0,0,5.685,0,5.685,0,0,0,0,0
1988,9,Commerical,0,0,0,0,2.623,0,0.044,0,2.667,2.667,0,0,0,0
1988,9,Electric Power,0,2.899,0.003,0,0.808,0.748,0,0,1.556,59.972,0,0,55.514,0
1988,9,Industrial,0.727,0,0,0,133.197,25.222,0.077,4.546,163.041,163.769,0,0,0,0
1988,9,Residential,0,0,0,0,74.59,0,0,0,0,74.59,0,0,0,0
1988,9,Transportation,0,0,0,0,0,0,5.502,0,5.502,0,0,0,0,0
1988,10,Commerical,0,0,0,0,2.71,0,0.045,0,2.756,2.756,0,0,0,0
1988,10,Electric Power,0,2.954,0,0,0.775,0.749,0,0,1.523,56.041,0,0,51.563,0
1988,10,Industrial,0.703,0,0,0,137.637,26.063,0.079,4.697,168.476,169.179,0,0,0,0
1988,10,Residential,0,0,0,0,77.077,0,0,0,0,77.077,0,0,0,0
1988,10,Transportation,0,0,0,0,0,0,5.685,0,5.685,0,0,0,0,0
1988,11,Commerical,0,0,0,0,2.623,0,0.044,0,2.667,2.667,0,0,0,0
1988,11,Electric Power,0,2.933,0,0,0.781,0.515,0,0,1.296,67.235,0,0,63.007,0
1988,11,Industrial,0.756,0,0,0,133.197,25.222,0.077,4.546,163.041,163.797,0,0,0,0
1988,11,Residential,0,0,0,0,74.59,0,0,0,0,74.59,0,0,0,0
1988,11,Transportation,0,0,0,0,0,0,5.502,0,5.502,0,0,0,0,0
1988,12,Commerical,0,0,0,0,2.71,0,0.045,0,2.756,2.756,0,0,0,0
1988,12,Electric Power,0,2.898,0,0,0.791,0.56,0,0,1.352,72.193,0,0,67.943,0
1988,12,Industrial,0.805,0,0,0,137.637,26.063,0.079,4.697,168.476,169.281,0,0,0,0
1988,12,Residential,0,0,0,0,77.077,0,0,0,0,77.077,0,0,0,0
1988,12,Transportation,0,0,0,0,0,0,5.685,0,5.685,0,0,0,0,0
1989,1,Commerical,0.018,0.212,0.003,0,6.503,1.245,0.043,0,7.791,8.023,0,0,0,0
1989,1,Electric Power,0,4.364,0.024,0.497,8.805,7.468,0,0,16.273,93.684,0,0,72.526,0
1989,1,Industrial,0.733,0.153,0.001,0,137.726,16.04,0.084,4.739,158.589,159.475,0,0,0,0
1989,1,Residential,0,0.425,2.794,0,78.137,0,0,0,0,81.356,0,0,0,0
1989,1,Transportation,0,0,0,0,0,0,5.783,0,5.783,0,0,0,0,0
1989,2,Commerical,0.016,0.192,0.003,0,5.878,1.204,0.039,0,7.121,7.331,0,0,0,0
1989,2,Electric Power,0,3.94,0.025,0.763,8.192,7.221,0,0,15.413,84.661,0,0,64.52,0
1989,2,Industrial,0.652,0.138,0.001,0,126.626,14.613,0.076,4.28,145.594,146.386,0,0,0,0
1989,2,Residential,0,0.384,3.012,0,70.575,0,0,0,0,73.971,0,0,0,0
1989,2,Transportation,0,0,0,0,0,0,5.223,0,5.223,0,0,0,0,0
1989,3,Commerical,0.019,0.212,0.004,0,6.513,0.815,0.043,0,7.371,7.606,0,0,0,0
1989,3,Electric Power,0,4.648,0.065,0.873,9.331,4.888,0,0,14.219,98.261,0,0,78.456,0
1989,3,Industrial,0.793,0.153,0.001,0,142.619,15.364,0.084,4.739,162.805,163.752,0,0,0,0
1989,3,Residential,0,0.425,4.15,0,78.137,0,0,0,0,82.712,0,0,0,0
1989,3,Transportation,0,0,0,0,0,0,5.783,0,5.783,0,0,0,0,0
1989,4,Commerical,0.02,0.205,0.004,0,6.283,1.134,0.041,0,7.458,7.689,0,0,0,0
1989,4,Electric Power,0,4.033,0.081,0.812,7.995,6.805,0,0,14.8,103.157,0,0,83.431,0
1989,4,Industrial,0.844,0.148,0.001,0,128.396,15.412,0.081,4.586,148.475,149.467,0,0,0,0
1989,4,Residential,0,0.411,4.574,0,75.616,0,0,0,0,80.602,0,0,0,0
1989,4,Transportation,0,0,0,0,0,0,5.597,0,5.597,0,0,0,0,0
1989,5,Commerical,0.024,0.212,0.005,0,6.445,1.842,0.043,0,8.33,8.571,0,0,0,0
1989,5,Electric Power,0,4.274,0.053,0.697,5.853,11.053,0,0,16.906,119.122,0,0,97.193,0
1989,5,Industrial,0.983,0.153,0.001,0,110.276,16.98,0.084,4.739,132.079,133.216,0,0,0,0
1989,5,Residential,0,0.425,5.05,0,78.137,0,0,0,0,83.611,0,0,0,0
1989,5,Transportation,0,0,0,0,0,0,5.783,0,5.783,0,0,0,0,0
1989,6,Commerical,0.022,0.205,0.005,0,6.264,1.875,0.041,0,8.181,8.413,0,0,0,0
1989,6,Electric Power,0,4.219,0.074,0.534,7.04,11.25,0,0,18.291,112.802,0,0,89.685,0
1989,6,Industrial,0.907,0.148,0.001,0,119.518,16.578,0.081,4.586,140.763,141.819,0,0,0,0
1989,6,Residential,0,0.411,5.095,0,75.616,0,0,0,0,81.123,0,0,0,0
1989,6,Transportation,0,0,0,0,0,0,5.597,0,5.597,0,0,0,0,0
1989,7,Commerical,0.019,0.212,0.005,0,6.477,2.238,0.043,0,8.757,8.994,0,0,0,0
1989,7,Electric Power,0,4.279,0.121,0.485,7.471,13.425,0,0,20.895,104.34,0,0,78.559,0
1989,7,Industrial,0.794,0.153,0.001,0,125.32,17.602,0.084,4.739,147.745,148.693,0,0,0,0
1989,7,Residential,0,0.425,5.349,0,78.137,0,0,0,0,83.91,0,0,0,0
1989,7,Transportation,0,0,0,0,0,0,5.783,0,5.783,0,0,0,0,0
1989,8,Commerical,0.017,0.212,0.005,0,6.508,2.119,0.043,0,8.67,8.905,0,0,0,0
1989,8,Electric Power,0,4.129,0.089,0.352,9.087,12.714,0,0,21.801,96.322,0,0,69.951,0
1989,8,Industrial,0.707,0.153,0.001,0,140.355,17.416,0.084,4.739,162.594,163.455,0,0,0,0
1989,8,Residential,0,0.425,5.293,0,78.137,0,0,0,0,83.855,0,0,0,0
1989,8,Transportation,0,0,0,0,0,0,5.783,0,5.783,0,0,0,0,0
1989,9,Commerical,0.016,0.205,0.005,0,6.287,2.38,0.041,0,8.708,8.934,0,0,0,0
1989,9,Electric Power,0,3.845,0.107,0.956,8.207,14.276,0,0,22.483,92.949,0,0,65.558,0
1989,9,Industrial,0.663,0.148,0.001,0,130.369,17.371,0.081,4.586,152.407,153.219,0,0,0,0
1989,9,Residential,0,0.411,4.828,0,75.616,0,0,0,0,80.855,0,0,0,0
1989,9,Transportation,0,0,0,0,0,0,5.597,0,5.597,0,0,0,0,0
1989,10,Commerical,0.017,0.212,0.004,0,6.502,2.478,0.043,0,9.022,9.255,0,0,0,0
1989,10,Electric Power,0,4.045,0.096,0.599,8.739,14.864,0,0,23.603,97.907,0,0,69.564,0
1989,10,Industrial,0.703,0.153,0.001,0,137.115,17.98,0.084,4.739,159.917,160.774,0,0,0,0
1989,10,Residential,0,0.425,4.4,0,78.137,0,0,0,0,82.962,0,0,0,0
1989,10,Transportation,0,0,0,0,0,0,5.783,0,5.783,0,0,0,0,0
1989,11,Commerical,0.018,0.205,0.003,0,6.308,2.482,0.041,0,8.831,9.058,0,0,0,0
1989,11,Electric Power,0,3.859,0.084,0.419,9.286,14.888,0,0,24.174,101.947,0,0,73.412,0
1989,11,Industrial,0.742,0.148,0.001,0,140.402,17.532,0.081,4.586,162.601,163.492,0,0,0,0
1989,11,Residential,0,0.411,3.609,0,75.616,0,0,0,0,79.637,0,0,0,0
1989,11,Transportation,0,0,0,0,0,0,5.597,0,5.597,0,0,0,0,0
1989,12,Commerical,0.018,0.212,0.003,0,6.518,2.184,0.043,0,8.745,8.979,0,0,0,0
1989,12,Electric Power,0,4.158,0.035,0.219,9.57,13.104,0,0,22.673,102.705,0,0,75.619,0
1989,12,Industrial,0.765,0.153,0.001,0,144.842,17.518,0.084,4.739,167.182,168.1,0,0,0,0
1989,12,Residential,0,0.425,3.426,0,78.137,0,0,0,0,81.988,0,0,0,0
1989,12,Transportation,0,0,0,0,0,0,5.783,0,5.783,0,0,0,0,0
1990,1,Commerical,0.039,0.238,0.003,0,5.592,2.272,0.042,0,7.906,8.186,0,0,0,0
1990,1,Electric Power,0,4.648,0.051,1.028,11.446,15.385,0,0,26.831,114.754,0,0,82.195,0
1990,1,Industrial,0.844,0.161,0.001,0,127.112,16.208,0.07,4.172,147.562,148.568,0,0,0,0
1990,1,Residential,0,0.467,2.96,0,49.26,0,0,0,0,52.688,0,0,0,0
1990,1,Transportation,0,0,0,0,0,0,5.132,0,5.132,0,0,0,0,0
1990,2,Commerical,0.04,0.215,0.003,0,5.071,2.101,0.038,0,7.211,7.469,0,0,0,0
1990,2,Electric Power,0,4.25,0.061,0.789,11.57,14.226,0,0,25.796,116.103,0,0,85.206,0
1990,2,Industrial,0.875,0.146,0.001,0,125.588,14.711,0.063,3.769,144.131,145.152,0,0,0,0
1990,2,Residential,0,0.422,3.191,0,44.493,0,0,0,0,48.106,0,0,0,0
1990,2,Transportation,0,0,0,0,0,0,4.635,0,4.635,0,0,0,0,0
1990,3,Commerical,0.046,0.238,0.004,0,5.603,2.424,0.042,0,8.069,8.357,0,0,0,0
1990,3,Electric Power,0,4.674,0.087,0.837,12.076,16.412,0,0,28.488,131.877,0,0,97.791,0
1990,3,Industrial,1.004,0.161,0.001,0,132.626,16.431,0.07,4.172,153.3,154.466,0,0,0,0
1990,3,Residential,0,0.467,4.397,0,49.26,0,0,0,0,54.124,0,0,0,0
1990,3,Transportation,0,0,0,0,0,0,5.132,0,5.132,0,0,0,0,0
1990,4,Commerical,0.043,0.23,0.005,0,5.417,2.263,0.041,0,7.721,7.999,0,0,0,0
1990,4,Electric Power,0,3.687,0.095,1.434,11.383,15.326,0,0,26.708,121.551,0,0,89.627,0
1990,4,Industrial,0.92,0.156,0.001,0,125.688,15.78,0.068,4.038,145.574,146.651,0,0,0,0
1990,4,Residential,0,0.452,4.846,0,47.671,0,0,0,0,52.969,0,0,0,0
1990,4,Transportation,0,0,0,0,0,0,4.966,0,4.966,0,0,0,0,0
1990,5,Commerical,0.045,0.238,0.005,0,5.547,2.275,0.042,0,7.863,8.152,0,0,0,0
1990,5,Electric Power,0,4.354,0.159,1.195,8.723,15.402,0,0,24.125,124.569,0,0,94.735,0
1990,5,Industrial,0.973,0.161,0.001,0,103.273,16.211,0.07,4.172,123.727,124.862,0,0,0,0
1990,5,Residential,0,0.467,5.349,0,49.26,0,0,0,0,55.077,0,0,0,0
1990,5,Transportation,0,0,0,0,0,0,5.132,0,5.132,0,0,0,0,0
1990,6,Commerical,0.046,0.23,0.005,0,5.322,2.385,0.041,0,7.748,8.03,0,0,0,0
1990,6,Electric Power,0,4.53,0.129,1.387,5.73,16.148,0,0,21.879,125.322,0,0,97.398,0
1990,6,Industrial,1.0,0.156,0.001,0,76.215,15.959,0.068,4.038,96.28,97.438,0,0,0,0
1990,6,Residential,0,0.452,5.398,0,47.671,0,0,0,0,53.521,0,0,0,0
1990,6,Transportation,0,0,0,0,0,0,4.966,0,4.966,0,0,0,0,0
1990,7,Commerical,0.04,0.238,0.006,0,5.563,2.252,0.042,0,7.858,8.141,0,0,0,0
1990,7,Electric Power,0,4.564,0.159,0.406,9.727,15.249,0,0,24.976,113.698,0,0,83.592,0
1990,7,Industrial,0.858,0.161,0.001,0,112.067,16.178,0.07,4.172,132.487,133.508,0,0,0,0
1990,7,Residential,0,0.467,5.666,0,49.26,0,0,0,0,55.394,0,0,0,0
1990,7,Transportation,0,0,0,0,0,0,5.132,0,5.132,0,0,0,0,0
1990,8,Commerical,0.036,0.238,0.006,0,5.606,2.37,0.042,0,8.018,8.297,0,0,0,0
1990,8,Electric Power,0,4.502,0.167,0.239,12.269,16.049,0,0,28.317,107.982,0,0,74.756,0
1990,8,Industrial,0.768,0.161,0.001,0,134.31,16.352,0.07,4.172,154.905,155.835,0,0,0,0
1990,8,Residential,0,0.467,5.607,0,49.26,0,0,0,0,55.335,0,0,0,0
1990,8,Transportation,0,0,0,0,0,0,5.132,0,5.132,0,0,0,0,0
1990,9,Commerical,0.029,0.23,0.005,0,5.427,2.41,0.041,0,7.877,8.141,0,0,0,0
1990,9,Electric Power,0,4.234,0.107,0.311,11.991,16.315,0,0,28.306,93.727,0,0,60.769,0
1990,9,Industrial,0.624,0.156,0.001,0,131.01,15.996,0.068,4.038,151.112,151.893,0,0,0,0
1990,9,Residential,0,0.452,5.114,0,47.671,0,0,0,0,53.238,0,0,0,0
1990,9,Transportation,0,0,0,0,0,0,4.966,0,4.966,0,0,0,0,0
1990,10,Commerical,0.031,0.238,0.005,0,5.587,2.461,0.042,0,8.09,8.364,0,0,0,0
1990,10,Electric Power,0,4.439,0.115,0.693,11.139,16.661,0,0,27.8,98.995,0,0,65.948,0
1990,10,Industrial,0.677,0.161,0.001,0,124.427,16.486,0.07,4.172,145.155,145.995,0,0,0,0
1990,10,Residential,0,0.467,4.661,0,49.26,0,0,0,0,54.389,0,0,0,0
1990,10,Transportation,0,0,0,0,0,0,5.132,0,5.132,0,0,0,0,0
1990,11,Commerical,0.034,0.23,0.004,0,5.395,2.279,0.041,0,7.715,7.983,0,0,0,0
1990,11,Electric Power,0,4.253,0.056,0.789,10.1,15.432,0,0,25.532,101.729,0,0,71.099,0
1990,11,Industrial,0.73,0.156,0.001,0,114.462,15.803,0.068,4.038,134.371,135.258,0,0,0,0
1990,11,Residential,0,0.452,3.823,0,47.671,0,0,0,0,51.947,0,0,0,0
1990,11,Transportation,0,0,0,0,0,0,4.966,0,4.966,0,0,0,0,0
1990,12,Commerical,0.041,0.238,0.004,0,5.607,2.272,0.042,0,7.922,8.204,0,0,0,0
1990,12,Electric Power,0,4.527,0.066,0.406,12.362,15.386,0,0,27.748,118.269,0,0,85.521,0
1990,12,Industrial,0.878,0.161,0.001,0,135.132,16.208,0.07,4.172,155.582,156.623,0,0,0,0
1990,12,Residential,0,0.467,3.629,0,49.26,0,0,0,0,53.357,0,0,0,0
1990,12,Transportation,0,0,0,0,0,0,5.132,0,5.132,0,0,0,0,0
1991,1,Commerical,0.042,0.255,0.003,0,5.87,2.208,0.038,0,8.116,8.415,0,0,0,0
1991,1,Electric Power,0,4.744,0.068,0.212,14.208,19.053,0,0,33.261,129.073,0,0,90.788,0
1991,1,Industrial,0.903,0.178,0.001,0,149.887,15.626,0.085,4.795,170.393,171.475,0,0,0,0
1991,1,Residential,0,0.501,3.053,0,51.808,0,0,0,0,55.362,0,0,0,0
1991,1,Transportation,0,0,0,0,0,0,5.953,0,5.953,0,0,0,0,0
1991,2,Commerical,0.036,0.23,0.004,0,5.236,1.977,0.034,0,7.247,7.517,0,0,0,0
1991,2,Electric Power,0,4.137,0.073,0.989,8.787,17.062,0,0,25.849,108.877,0,0,77.829,0
1991,2,Industrial,0.774,0.161,0.001,0,100.769,14.09,0.077,4.331,119.267,120.203,0,0,0,0
1991,2,Residential,0,0.453,3.291,0,46.795,0,0,0,0,50.538,0,0,0,0
1991,2,Transportation,0,0,0,0,0,0,5.377,0,5.377,0,0,0,0,0
1991,3,Commerical,0.042,0.255,0.005,0,5.775,2.28,0.038,0,8.093,8.394,0,0,0,0
1991,3,Electric Power,0,4.724,0.021,0.707,8.361,19.679,0,0,28.04,124.924,0,0,91.433,0
1991,3,Industrial,0.909,0.178,0.001,0,99.871,15.728,0.085,4.795,120.48,121.568,0,0,0,0
1991,3,Residential,0,0.501,4.534,0,51.808,0,0,0,0,56.844,0,0,0,0
1991,3,Transportation,0,0,0,0,0,0,5.953,0,5.953,0,0,0,0,0
1991,4,Commerical,0.042,0.247,0.005,0,5.558,2.308,0.036,0,7.901,8.195,0,0,0,0
1991,4,Electric Power,0,4.24,0.022,0.813,6.198,19.913,0,0,26.112,122.114,0,0,90.928,0
1991,4,Industrial,0.904,0.173,0.001,0,80.455,15.363,0.082,4.641,100.541,101.619,0,0,0,0
